LGWMRI-20180508-02-JP-6-10,1,1.質問,5,0,2018/9/30 18:00:00,0,2018/9/18 9:00:00,※必ず「はい」 または「いいえ」で答えさせる。必要箇所は子どもの受け答えのみ\n\n〔大人〕今日、朝ごはんは食べましたか? -> \n〔子ども〕はい/いいえ,false,false
LGWMRI-20180508-02-JP-6-10,2,2.質問,5,0,2018/9/30 18:00:00,0,2018/9/18 9:00:00,※必ず「はい」 または「いいえ」で答えさせる。必要箇所は子どもの受け答えのみ\n\n〔大人〕野菜は好きですか? -> \n〔子ども〕はい/いいえ,false,false
LGWMRI-20180508-02-JP-6-10,3,3.質問,5,0,2018/9/30 18:00:00,0,2018/9/18 9:00:00,※必ず「はい」 または「いいえ」で答えさせる。必要箇所は子どもの受け答えのみ\n\n〔大人〕泳ぐのは好きですか? -> \n〔子ども〕はい/いいえ,false,false
LGWMRI-20180508-02-JP-6-10,31,31.隣のおばあちゃん,5,0,2018/9/30 18:00:00,0,2018/9/18 9:00:00,隣のおばあちゃんが「こんにちは、お元気ですか」と話しかけてきた,false,false
LGWMRI-20180508-02-JP-6-10,32,32.ひょっこりひょうたん島,5,0,2018/9/30 18:00:00,0,2018/9/18 9:00:00,ひょっこりひょうたん島には、食べられるえんぴつと消しゴムがあるらしい,false,false
LGWMRI-20180508-02-JP-6-10,33,33.冷蔵庫,5,0,2018/9/30 18:00:00,0,2018/9/18 9:00:00,冷蔵庫を開けたら、プリンと牛乳しか入っていなかった,false,false
LGWMRI-20180508-02-JP-6-10,34,34.横断歩道,5,0,2018/9/30 18:00:00,0,2018/9/18 9:00:00,横断歩道を渡ろうとしたら、向こうからピエロが歩いてきた, false, false
LGWMRI-20180508-02-JP-6-10,35,35.美味しい紅茶,5,0,2018/9/30 18:00:00,0,2018/9/18 9:00:00,美味しい紅茶を飲んだけど、なんていう名前かは覚えていない, false, false
LGWMRI-20180508-02-JP-6-10,36,36.チェス,5,0,2018/9/30 18:00:00,0,2018/9/18 9:00:00,チェスはオセロより難しいけど、とても面白いゲームだ, false, false
LGWMRI-20180508-02-JP-6-10,37,37.クリスマスツリー,5,0,2018/9/30 18:00:00,0,2018/9/18 9:00:00,おうちにお洒落なクリスマスツリーを飾り付けた, false, false
LGWMRI-20180508-02-JP-6-10,38,38.傘と雨合羽,5,0,2018/9/30 18:00:00,0,2018/9/18 9:00:00,傘と雨合羽は、雨の日にしか使えない特別なものだ, false, false
LGWMRI-20180508-02-JP-6-10,39,39.自転車,5,0,2018/9/30 18:00:00,0,2018/9/18 9:00:00,自転車をこいでいたら、いつの間にかタイヤがパンクしていた, false, false
